전공,영역,학수번호,과목명,교수명,이수구분,학년,학점,강의시간/강의실
Major/Minor,"Chinese Language, Literature and Culture",B01262305,"중급중국어강독(2)
(Intermediate Chinese Language Reading(2))","여정남
(Yeo Jung Nam)",전공,2,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01208501,"중급중국어회화(2)
(Intermediate Chinese Language Conversation(2))",Chen Wenjie,전공,2,2,"화 1 2 (-)
(Tue 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01208502,"중급중국어회화(2)
(Intermediate Chinese Language Conversation(2))",Chen Wenjie,전공,2,2,"수 1 2 (-)
(Wed 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01208503,"중급중국어회화(2)
(Intermediate Chinese Language Conversation(2))",Chen Wenjie,전공,2,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01208504,"중급중국어회화(2)
(Intermediate Chinese Language Conversation(2))",CUI XIANGLAN,전공,2,2,"화 9 10 (-)
(Tue 9 10 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01208505,"중급중국어회화(2)
(Intermediate Chinese Language Conversation(2))",Chen Wenjie,전공,2,2,"월 9 10 (-)
(Mon 9 10 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01518301,"한자와문화
(Chinese Characters and Culture)","서한용
(SHU, HAN-YONG)",전공,2,2,"화 1 2 (-)
(Tue 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01290201,"고급중국어(2)
(Advanced Chinese(2))",Lyu Dianwen,전공,3,2,"목 1 2 (-)
(Thu 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01517301,"중국경서강독
(Chinese Classical Reading)","김종호
(Kim, Jong-Ho)",전공,3,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01508201,"중국고대시가
(Ancient Chinese Poetry)",(-),전공,3,2,"금 7 8 (-)
(Fri 7 8 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01516201,"중국무술과실습
(Practice in Chinese Martial Arts)","서명원
(suh myongwon)",전공,3,2,"수 1 2 (-)
(Wed 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01516202,"중국무술과실습
(Practice in Chinese Martial Arts)","서명원
(suh myongwon)",전공,3,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01543101,"중국문화데이터포트폴리오
(Chinese Culture Data Portfolio)","김바로
(Kim Ba-ro)",전공,3,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01510301,"중국문화산업실습
(Chinese Culture Industry)","김태성
(Kim Tae Sung)",전공,3,2,"수 7 8 (-)
(Wed 7 8 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01295201,"중국어통사론
(Chinese Syntax)","김종호
(Kim, Jong-Ho)",전공,3,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01542101,"중국현당대시가
(Chinese Poetry in Modern and Contemporary Periods)",(-),전공,3,2,"금 1 2 (-)
(Fri 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01237101,"한.중언어대조
(Comparative Studies of Korean & Chinese)","윤비취
(Yoon, Beach)",전공,3,2,"금 3 4 (-)
(Fri 3 4 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01327201,"중국사회언어학
(Chinese Sociolinguistics)","신세리
(Shin Seri)",전공,4,2,"목 1 2 (-)
(Thu 1 2 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01322201,"중국어연설과리더쉽
(Chinese Speech and Leadership)","여정남
(Yeo Jung Nam)",전공,4,2,"월 9 10 (-)
(Mon 9 10 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01505201,"중국희곡과경극
(Chinese Plays and Jingju(京劇))","이민숙
(LEE MIN SOOk)",전공,4,2,"수 9 10 (-)
(Wed 9 10 (-))"
Major/Minor,"Chinese Language, Literature and Culture",B01512201,"한.중협상커뮤니케이션
(Negotiation and Communication between Korea and China)","여정남
(Yeo Jung Nam)",전공,4,2,"금 7 8 (-)
(Fri 7 8 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01525101,"중국문화데이터취득과디자인
(Chinese Culture Data Acquisition and Design)","박정원
(Park, Jeong-Weon)",전공,1,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01111501,"중국현당대사와문화
(Chinese History and Culture in Modern and Contemporary Periods)","임원빈
(Yim Won Bin)",전공,1,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01111502,"중국현당대사와문화
(Chinese History and Culture in Modern and Contemporary Periods)","임원빈
(Yim Won Bin)",전공,1,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01111503,"중국현당대사와문화
(Chinese History and Culture in Modern and Contemporary Periods)","김형균
(Kim Hyounggyun)",전공,1,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01111504,"중국현당대사와문화
(Chinese History and Culture in Modern and Contemporary Periods)","김영명
(KIM YEONGMYEONG)",전공,1,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01130401,"초급중국어강독(2)
(Beginner Chinese Language Reading(2))","김태성
(Kim Tae Sung)",전공,1,4,"화 3 4 목 3 4 (-)
(Tue 3 4 Thu 3 4 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01130402,"초급중국어강독(2)
(Beginner Chinese Language Reading(2))","이은경
(LEE EUN KYOUNG)",전공,1,4,"화 5 6 금 7 8 (-)
(Tue 5 6 Fri 7 8 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01130403,"초급중국어강독(2)
(Beginner Chinese Language Reading(2))","홍현지
(Hong Hyunji)",전공,1,4,"월 1 2 (-) 목 7 8 (-)
(Mon 1 2 (-) Thu 7 8 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01130404,"초급중국어강독(2)
(Beginner Chinese Language Reading(2))","이은경
(LEE EUN KYOUNG)",전공,1,4,"수 1 2 금 5 6 (-)
(Wed 1 2 Fri 5 6 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01130405,"초급중국어강독(2)
(Beginner Chinese Language Reading(2))","김영명
(KIM YEONGMYEONG)",전공,1,4,"월 5 6 목 1 2 (-)
(Mon 5 6 Thu 1 2 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01125301,"초급중국어회화(2)
(Elementary Chinese Speaking (2))",Lyu Dianwen,전공,1,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01125302,"초급중국어회화(2)
(Elementary Chinese Speaking (2))",Lyu Dianwen,전공,1,2,"금 1 2 (-)
(Fri 1 2 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01125303,"초급중국어회화(2)
(Elementary Chinese Speaking (2))",Lyu Dianwen,전공,1,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,"Division of Chinese Language, Literature and Culture",B01125304,"초급중국어회화(2)
(Elementary Chinese Speaking (2))",Lyu Dianwen,전공,1,2,"목 9 10 (-)
(Thu 9 10 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01250301,"생활중국어(2)
(Daily Chinese(2))","임재호
(Lim Jaeho)",전공,2,3,"화 7 8 9 (-)
(Tue 7 8 9 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01250302,"생활중국어(2)
(Daily Chinese(2))","임재호
(Lim Jaeho)",전공,2,3,"수 7 8 9 (-)
(Wed 7 8 9 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01250303,"생활중국어(2)
(Daily Chinese(2))","노지영
(NOH Jee-Young)",전공,2,3,"수 1 2 3 (-)
(Wed 1 2 3 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01250304,"생활중국어(2)
(Daily Chinese(2))","노지영
(NOH Jee-Young)",전공,2,3,"수 4 5 6 (-)
(Wed 4 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01250305,"생활중국어(2)
(Daily Chinese(2))",(-),전공,2,3,()
Major/Minor,Chinese Foreign Affairs and Commerce,B01250306,"생활중국어(2)
(Daily Chinese(2))",(-),전공,2,3,()
Major/Minor,Chinese Foreign Affairs and Commerce,B01363201,"시사중국어독해(2)
(Current Chinese Comprehension(2))","강진석
(Kang, Jin-seok)",전공,2,2,"화 3 4 (-)
(Tue 3 4 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01363202,"시사중국어독해(2)
(Current Chinese Comprehension(2))","원혜련
(Weon, Hyeryun)",전공,2,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01492101,"중국과국제기구
(China's and International Organizations)",Joel Peter Atkinson,전공,2,2,"화 1 2 (-)
(Tue 1 2 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01523101,"중국과비교경제체제
(China and Comparative Economic Systems)","김진형
(Jinhyoung Kim)",전공,2,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01254201,"중국사회문화의이해
(Understanding of Chinese Society and Culture)",(-),전공,2,2,()
Major/Minor,Chinese Foreign Affairs and Commerce,B01254202,"중국사회문화의이해
(Understanding of Chinese Society and Culture)",(-),전공,2,2,()
Major/Minor,Chinese Foreign Affairs and Commerce,B01488201,"중국의중앙지방관계
(Study on China's Central-Local Government Relationship)","정유선
(Yousun Chung)",전공,2,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01489201,"중국학영어독해(2)
(English Readings on Chinese Studies(2))","최은경
(CHOI, Eun Kyong )",전공,2,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01362101,"중국대외경제관계론
(China`s External Economic Relations)","오승렬
(Oh Seung-Yul)",전공,3,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01490101,"중국의엘리트와사회변동
(China's Elite and Social Changes)","정보은
(Jung Bo-eun)",전공,3,2,"금 3 4 (-)
(Fri 3 4 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01370101,"중국의정치문화
(China`s Political Culture)","강준영
(Kang Jun Young)",전공,3,2,"화 9 10 (-)
(Tue 9 10 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01274101,"중국정치사상사
(History of China's Political Ideas)","강진석
(Kang, Jin-seok)",전공,3,2,"수 7 8 (-)
(Wed 7 8 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01491101,"중국통상법규연구
(China's Commercial Laws and Regulations)","김인식
(Kim, In Sik)",전공,3,2,"목 9 10 (-)
(Thu 9 10 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01493101,"중국통상중국어(2)
(Intermediate Chinese language for trade and commerce(2))","원혜련
(Weon, Hyeryun)",전공,3,2,"금 5 6 (-)
(Fri 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01515101,"중국현지조사연습
(Practice of Field Study in China)","정유선
(Yousun Chung)",전공,3,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01469101,"현대중국정치의이해
(Understanding Contemporary China's Politics)","최은경
(CHOI, Eun Kyong )",전공,3,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01463301,"동북아질서와한반도
(Northeast Asian Order and the Korean Peninsula )","박종철
(Park Jongchul)",전공,4,2,"화 1 2 (-)
(Tue 1 2 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01466201,"중국대중매체연구
(China's Mass Media)","안영은
(Ahn YoungYeun)",전공,4,2,"월 9 10 (-)
(Mon 9 10 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01462201,"중국어프리젠테이션기법
(Presentation Skill in Chinese)",Jiang Zhuhua,전공,4,2,"목 3 4 (-)
(Thu 3 4 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01390201,"중국업무문서작성법(2)
(Documentation for Chinese Business(2))",Jiang Zhuhua,전공,4,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01465201,"중국통상협상사례연구
(Case Study of China's commercial Negotiations)","오승렬
(Oh Seung-Yul)",전공,4,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01467201,"중화경제권연구
(Study on China's Economic Circle)","원혜련
(Weon, Hyeryun)",전공,4,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,Chinese Foreign Affairs and Commerce,B01514201,"한.중.미대외관계
(Korea-China-United States Foreign Relations)",Joel Peter Atkinson,전공,4,2,"화 3 4 (-)
(Tue 3 4 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450201,"기초중국어(2)
(Basic Chinese(2))","권영실
(Kwon Yongsil)",전공,1,6,"화 4 5 6 목 7 8 9 (-)
(Tue 4 5 6 Thu 7 8 9 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450202,"기초중국어(2)
(Basic Chinese(2))","양경미
(Yang, Kyongmi)",전공,1,6,"화 7 8 9 목 4 5 6 (-)
(Tue 7 8 9 Thu 4 5 6 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450203,"기초중국어(2)
(Basic Chinese(2))","이현진
(Lee Hyunjin )",전공,1,6,"화 1 2 3 (-) 금 1 2 3 (-)
(Tue 1 2 3 (-) Fri 1 2 3 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450204,"기초중국어(2)
(Basic Chinese(2))","고진아
(GO JIN A)",전공,1,6,"월 1 2 3 (-) 수 4 5 6 (-)
(Mon 1 2 3 (-) Wed 4 5 6 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450205,"기초중국어(2)
(Basic Chinese(2))","박혜원
(Park, Hye-won)",전공,1,6,"화 1 2 3 (-) 금 4 5 6 (-)
(Tue 1 2 3 (-) Fri 4 5 6 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450206,"기초중국어(2)
(Basic Chinese(2))",이종금,전공,1,6,"월 7 8 9 수 1 2 3 (-)
(Mon 7 8 9 Wed 1 2 3 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01450207,"기초중국어(2)
(Basic Chinese(2))",(-),전공,1,6,()
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01389201,"중국산업지리와경제문화
(China's Industrial Geography and Economic Culture)",Jiang Zhuhua,전공,1,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01230201,"중국학개론(2)
(Introduction to China Studies(2))","최은경
(CHOI, Eun Kyong )",전공,1,2,"수 1 2 (-)
(Wed 1 2 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01230202,"중국학개론(2)
(Introduction to China Studies(2))",Joel Peter Atkinson,전공,1,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01230203,"중국학개론(2)
(Introduction to China Studies(2))","정유선
(Yousun Chung)",전공,1,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01230204,"중국학개론(2)
(Introduction to China Studies(2))","정보은
(Jung Bo-eun)",전공,1,2,"수 5 6 (-)
(Wed 5 6 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01230205,"중국학개론(2)
(Introduction to China Studies(2))",(-),전공,1,2,()
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01449101,"중국학독서세미나
(Seminar for Reading Guidance of Chinese Studies)","이익희
(LEE IKHEE)",전공,1,2,"수 7 8 (-)
(Wed 7 8 (-))"
Major/Minor,Division of Chinese Foreign Affairs and Commerce,B01513101,"한.중사회문화교류
(Korea-China Social and Cultural Exchange)","강진석
(Kang, Jin-seok)",전공,1,2,"월 1 2 (-)
(Mon 1 2 (-))"
Major/Minor,Department of Philosophy,V31201101,"논리학
(Logic)","정재환
(Chung Jae Hwan)",부전공,2,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,Department of Philosophy,R01214101,"동양철학입문
(Introduction to Eastern Philosophy)","김현경
(Kim Hyun-kyung)",부전공,2,3,"월 4 5 6 (-)
(Mon 4 5 6 (-))"
Major/Minor,Department of Philosophy,R01211101,"서양근대철학사
(History of Western Modern Philosophy)",(-),부전공,2,3,"금 7 8 9 (-)
(Fri 7 8 9 (-))"
Major/Minor,Department of Philosophy,R01315101,"상상력의철학
(Philosophy of the Imagination )","김윤재
(KIM YUN JAI)",부전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Department of Philosophy,R04477101,"한국철학특강
(Special Lecture on Korean Philosophy)","김원명
(Kim, Won Myoung)",부전공,3,3,"화 10 11 12 (-)
(Tue 10 11 12 (-))"
Major/Minor,Department of Philosophy,V42402101,"현대철학사조
(Trends of Contemporary Philosophy)","박치완
(PARK, Tchi-Wan)",부전공,3,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
Major/Minor,Department of Philosophy,R01422101,"논술과주제토론
(Essay Writing and Topic Discussion)",(-),부전공,4,3,"화 1 2 3 (-)
(Tue 1 2 3 (-))"
Major/Minor,Department of Philosophy,R04464101,"중국불교철학
(Philosophy of Chinese Buddhism)","최원호
(CHOI Won-Ho)",부전공,4,3,"금 4 5 6 (-)
(Fri 4 5 6 (-))"
Major/Minor,Department of Thai,B05128101,"초급멀티미디어태국어(2)
(Elementary Multimedia Thai (2))",Simuang Kewalin,전공,1,2,"금 1 2 (-)
(Fri 1 2 (-))"
Major/Minor,Department of Thai,B05128102,"초급멀티미디어태국어(2)
(Elementary Multimedia Thai (2))",Simuang Kewalin,전공,1,2,"금 3 4 (-)
(Fri 3 4 (-))"
Major/Minor,Department of Thai,B05105101,"초급태국어문법(2)
(Elementary Thai Grammar (2))","윤경원
(Yoon Kyung-Won)",전공,1,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Department of Thai,B05105102,"초급태국어문법(2)
(Elementary Thai Grammar (2))","윤경원
(Yoon Kyung-Won)",전공,1,2,"수 5 6 (-)
(Wed 5 6 (-))"
Major/Minor,Department of Thai,B05320101,"초급태국어읽기연습(2)
(Elementary Thai Reading Practice(2))","박경은
(Kyung Eun Park)",전공,1,2,"수 7 8 (-)
(Wed 7 8 (-))"
Major/Minor,Department of Thai,B05321401,"초급태국어회화(2)
(Elementary Thai Conversation (2))",(-),전공,1,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,Department of Thai,B05321402,"초급태국어회화(2)
(Elementary Thai Conversation (2))",(-),전공,1,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,Department of Thai,B05394101,"태국사회문화탐방(2)
(Exploring Thai Society and Culture(2))","정환승
(JUNG, Hwan-Seung)",전공,1,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,Department of Thai,B05132101,"중급멀티미디어태국어(2)
(Intermediate Multimedia Thai (2))",Simuang Kewalin,전공,2,2,"화 3 4 (-)
(Tue 3 4 (-))"
Major/Minor,Department of Thai,O05202201,"중급태국어강독(2)
(Readings in Intermediate Thai (2))","이병도
(Lee Byung Do)",전공,2,2,"화 7 8 (-)
(Tue 7 8 (-))"
Major/Minor,Department of Thai,B05107201,"중급태국어문법(2)
(Intermediate Thai Grammar (2))","정환승
(JUNG, Hwan-Seung)",전공,2,2,"월 7 8 (-)
(Mon 7 8 (-))"
Major/Minor,Department of Thai,B05209101,"중급태국어작문(2)
(Intermediate Thai Composition (2))","박경은
(Kyung Eun Park)",전공,2,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,Department of Thai,B05322301,"중급태국어회화(2)
(Intermediate Thai Conversation (2))",(-),전공,2,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,Department of Thai,B05134101,"태국사회.문화콘텐츠(2)
(Thai Social and Cultural Contents (2))","신근혜
(Shin, Keun-hye)",전공,2,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Department of Thai,B05386101,"FLEX태국어(2)
(FLEX Thai (2))","전혜진
(CHUN HYEJIN)",전공,3,2,"금 3 4 (-)
(Fri 3 4 (-))"
Major/Minor,Department of Thai,B05304101,"고급태국어회화(2)
(Advanced Thai Conversation (2))",Simuang Kewalin,전공,3,2,"금 7 8 (-)
(Fri 7 8 (-))"
Major/Minor,Department of Thai,B05484101,"라오스사회와문화(2)
(Lao Society and Culture (2))","김수은
(Sueun KIM)",전공,3,2,"월 3 4 (-)
(Mon 3 4 (-))"
Major/Minor,Department of Thai,B05482101,"아세안과태국경제(2)
(ASEAN and Thai Economy (2))","이요한
(LEE Yohan)",전공,3,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Department of Thai,B05487101,"태국대중문화콘텐츠
(Thai Pop Cultural Contents)","이채문
(LEE CHAEMOON)",전공,3,2,"금 5 6 (-)
(Fri 5 6 (-))"
Major/Minor,Department of Thai,B05122101,"태국사회.문화원강(2)
(Understanding of Thai Society & Culture (2))","박경은
(Kyung Eun Park)",전공,3,2,"수 5 6 (-)
(Wed 5 6 (-))"
Major/Minor,Department of Thai,B05489101,"메콩경제권과태국비즈니스의실제(2)
(Mekong region and Thai Business’ Practice (2))","이요한
(LEE Yohan)",전공,4,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Department of Thai,B05463101,"시추에이션태국어
(Situational Thai)",Simuang Kewalin,전공,4,2,"화 7 8 (-)
(Tue 7 8 (-))"
Major/Minor,Department of Thai,B05464101,"태국학특강
(Special Lecture on Thai Studies)",(-),전공,4,2,"목 3 4 (-)
(Thu 3 4 (-))"
Major/Minor,Department of Thai,B05474101,"태국현대문학
(Thai Modern Literature)","신근혜
(Shin, Keun-hye)",전공,4,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08202201,"초급미디어터키어(2)
(Basic Media Turkish (2))","박수현
(Park soo hyun)",전공,1,2,"금 3 4 (-)
(Fri 3 4 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08103101,"초급터어키어강독(2)
(Readings in Elementary Turkish (2))","오종진
(Chong Jin OH)",전공,1,2,"수 7 8 (-)
(Wed 7 8 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08113101,"초급터어키어문법(2)
(Elementary Turkish Grammar (2))","연규석
(Yeon Kyoo-Seok)",전공,1,2,"수 5 6 (-)
(Wed 5 6 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08132101,"초급터어키어회화(2)
(Elementary Turkish Conversation (2))",Gokce Misirli,전공,1,2,"화 5 6 (-)
(Tue 5 6 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08132102,"초급터어키어회화(2)
(Elementary Turkish Conversation (2))",Gokce Misirli,전공,1,2,"목 1 2 (-)
(Thu 1 2 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08110101,"터어키문화사개론
(Introduction to History of Turkish Culture)","오종진
(Chong Jin OH)",전공,1,2,"수 1 2 (-)
(Wed 1 2 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08106101,"중급터어키어강독(2)
(Readings in Intermediate Turkish (2))","김대성
(Kim Dae Sung)",전공,2,2,"수 3 4 (-)
(Wed 3 4 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08116101,"중급터어키어문법(2)
(Intermediate Turkish Grammar (2))","연규석
(Yeon Kyoo-Seok)",전공,2,2,"목 1 2 (-)
(Thu 1 2 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08236101,"중급터어키어언어실습(2)
(Intermediate Turkish Language Lab. (2))","최선아
(Sunah Choi)",전공,2,2,"월 5 6 (-)
(Mon 5 6 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08135201,"중급터어키어회화(2)
(Intermediate Turkish Conversation (2))",Gokce Misirli,전공,2,2,"목 3 4 (-)
(Thu 3 4 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08238101,"초급아제르바이잔어강독(2)
(Reading in Elementary Azeri (2))","연규석
(Yeon Kyoo-Seok)",전공,2,2,"수 1 2 (-)
(Wed 1 2 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08206101,"초급터어키어작문(2)
(Elementary Turkish Composition (2))","연규석
(Yeon Kyoo-Seok)",전공,2,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B21026101,"투르크지역문화콘텐츠
(Turkic Areas Cultural Contents)","이난아
(Lee Nan A)",전공,2,2,"목 7 8 (-)
(Thu 7 8 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08370301,"FLEX터어키어(2)
(FLEX Turkish (2))",Gokce Misirli,전공,3,2,"금 5 6 (-)
(Fri 5 6 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08310101,"아제르바이잔과중앙아시아연구
(Introduction to Azerbaijani and Central Asian Studies)",Rovshan Ibrahimov,전공,3,3,"금 1 2 3 (-)
(Fri 1 2 3 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08373101,"초급아제르바이잔어텍스트읽기
(Readings in Azeri Text)",Rovshan Ibrahimov,전공,3,2,"화 3 4 (-)
(Tue 3 4 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08473101,"터어키경제연구
(Economy Research for Turkey)","오종진
(Chong Jin OH)",전공,3,2,"화 7 8 (-)
(Tue 7 8 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08356101,"터어키역사
(History of Turkish)","김종일
(KIM, JONG IL)",전공,3,3,"목 1 2 3 (-)
(Thu 1 2 3 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08302201,"터키어통.번역연습
(Practice in Turkish Interpretation and Translation)","이난아
(Lee Nan A)",전공,3,2,"금 7 8 (-)
(Fri 7 8 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B09466201,"중동지역연구세미나
(Seminar on Middle Eastern Regional Studies )",Rovshan Ibrahimov,전공,4,3,"월 1 2 3 (-)
(Mon 1 2 3 (-))"
Major/Minor,Department of Turkish and Azerbaijani,B08138201,"터키민속과언어
(Turkish folk culture and language)","이양희
(Yanghee Lee)",전공,4,2,"목 5 6 (-)
(Thu 5 6 (-))"
Major/Minor,Department of Portuguese,A07146101,"기초시청각포르투갈어II
(Elementary Portuguese(A/V) II)","김한철
(Hanchul Kim)",전공,1,2,"금 5 6 (-)
(Fri 5 6 (-))"
Major/Minor,Department of Portuguese,A07146102,"기초시청각포르투갈어II
(Elementary Portuguese(A/V) II)","Maria Joao Amaral
(Maria Joao de Oliveira Pires Pais do Amaral)",전공,1,2,"금 5 6 (-)
(Fri 5 6 (-))"
Major/Minor,Department of Portuguese,A07467101,"기초포르투갈어쓰기II
(Elementary Portuguese Composition II)","임소라
(Lim So Ra)",전공,1,2,"금 1 2 (-)
(Fri 1 2 (-))"
Major/Minor,Department of Portuguese,A07138201,"루소폰아프리카지역입문
(Introduction to Lusophone African Area Studies)","권기수
(Kwon Kisu)",전공,1,3,"월 7 8 9 (-)
(Mon 7 8 9 (-))"
